Model,File,url
Junhoee/Qwen-Megumin,hf://datasets/open-llm-leaderboard/Junhoee__Qwen-Megumin-details/Junhoee__Qwen-Megumin/samples_leaderboard_mmlu_pro_2024-11-26T09-49-12.590549.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Junhoee__Qwen-Megumin-details
Goekdeniz-Guelmez/josie-7b-v6.0-step2000,hf://datasets/open-llm-leaderboard/Goekdeniz-Guelmez__josie-7b-v6.0-step2000-details/Goekdeniz-Guelmez__josie-7b-v6.0-step2000/samples_leaderboard_mmlu_pro_2024-12-11T18-22-28.826557.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Goekdeniz-Guelmez__josie-7b-v6.0-step2000-details
gmonsoon/gemma2-9b-sahabatai-v1-instruct-BaseTIES,hf://datasets/open-llm-leaderboard/gmonsoon__gemma2-9b-sahabatai-v1-instruct-BaseTIES-details/gmonsoon__gemma2-9b-sahabatai-v1-instruct-BaseTIES/samples_leaderboard_mmlu_pro_2024-11-20T02-23-13.828344.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/gmonsoon__gemma2-9b-sahabatai-v1-instruct-BaseTIES-details
jpacifico/Chocolatine-14B-Instruct-DPO-v1.2,hf://datasets/open-llm-leaderboard/jpacifico__Chocolatine-14B-Instruct-DPO-v1.2-details/jpacifico__Chocolatine-14B-Instruct-DPO-v1.2/samples_leaderboard_mmlu_pro_2024-08-31T21-11-38.928338.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jpacifico__Chocolatine-14B-Instruct-DPO-v1.2-details
TheTsar1209/qwen-carpmuscle-v0.2,hf://datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.2-details/TheTsar1209__qwen-carpmuscle-v0.2/samples_leaderboard_mmlu_pro_2024-10-19T06-13-52.139676.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.2-details
lemon07r/Gemma-2-Ataraxy-v4b-9B,hf://datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4b-9B-details/lemon07r__Gemma-2-Ataraxy-v4b-9B/samples_leaderboard_mmlu_pro_2024-10-23T19-06-41.963096.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4b-9B-details
sam-paech/Darkest-muse-v1,hf://datasets/open-llm-leaderboard/sam-paech__Darkest-muse-v1-details/sam-paech__Darkest-muse-v1/samples_leaderboard_mmlu_pro_2024-10-27T01-27-37.529788.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/sam-paech__Darkest-muse-v1-details
TheTsar1209/qwen-carpmuscle-v0.1,hf://datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.1-details/TheTsar1209__qwen-carpmuscle-v0.1/samples_leaderboard_mmlu_pro_2024-10-11T00-59-37.703224.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.1-details
lemon07r/Gemma-2-Ataraxy-v4c-9B,hf://datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4c-9B-details/lemon07r__Gemma-2-Ataraxy-v4c-9B/samples_leaderboard_mmlu_pro_2024-10-16T19-20-43.025260.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4c-9B-details
lemon07r/Gemma-2-Ataraxy-v4-Advanced-9B,hf://datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4-Advanced-9B-details/lemon07r__Gemma-2-Ataraxy-v4-Advanced-9B/samples_leaderboard_mmlu_pro_2024-10-15T17-45-28.399685.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4-Advanced-9B-details
01-ai/Yi-1.5-34B-Chat,hf://datasets/open-llm-leaderboard/01-ai__Yi-1.5-34B-Chat-details/01-ai__Yi-1.5-34B-Chat/samples_leaderboard_mmlu_pro_2024-06-17T00-49-43.171619.json,https://huggingface.co/datasets/open-llm-leaderboard/01-ai__Yi-1.5-34B-Chat-details
lemon07r/Gemma-2-Ataraxy-v4a-Advanced-9B,hf://datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4a-Advanced-9B-details/lemon07r__Gemma-2-Ataraxy-v4a-Advanced-9B/samples_leaderboard_mmlu_pro_2024-10-15T17-42-29.456533.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/lemon07r__Gemma-2-Ataraxy-v4a-Advanced-9B-details
Qwen/Qwen2.5-Coder-32B,hf://datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-32B-details/Qwen__Qwen2.5-Coder-32B/samples_leaderboard_mmlu_pro_2024-12-11T06-07-26.773384.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-32B-details
recoilme/recoilme-gemma-2-9B-v0.5,hf://datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.5-details/recoilme__recoilme-gemma-2-9B-v0.5/samples_leaderboard_mmlu_pro_2024-11-26T23-30-41.286975.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.5-details
Qwen/Qwen1.5-110B-Chat,hf://datasets/open-llm-leaderboard/Qwen__Qwen1.5-110B-Chat-details/Qwen__Qwen1.5-110B-Chat/samples_leaderboard_mmlu_pro_2024-06-20T13-18-30.731895.json,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-110B-Chat-details
bunnycore/Qwen2.5-7B-Instruct-Fusion,hf://datasets/open-llm-leaderboard/bunnycore__Qwen2.5-7B-Instruct-Fusion-details/bunnycore__Qwen2.5-7B-Instruct-Fusion/samples_leaderboard_mmlu_pro_2024-11-06T17-58-12.254186.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/bunnycore__Qwen2.5-7B-Instruct-Fusion-details
microsoft/Phi-3-medium-4k-instruct,hf://datasets/open-llm-leaderboard/microsoft__Phi-3-medium-4k-instruct-details/microsoft__Phi-3-medium-4k-instruct/samples_leaderboard_mmlu_pro_2024-06-17T10-38-50.763081.json,https://huggingface.co/datasets/open-llm-leaderboard/microsoft__Phi-3-medium-4k-instruct-details
nhyha/N3N_Delirium-v1_1030_0227,hf://datasets/open-llm-leaderboard/nhyha__N3N_Delirium-v1_1030_0227-details/nhyha__N3N_Delirium-v1_1030_0227/samples_leaderboard_mmlu_pro_2024-11-06T19-14-45.671897.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nhyha__N3N_Delirium-v1_1030_0227-details
sam-paech/Delirium-v1,hf://datasets/open-llm-leaderboard/sam-paech__Delirium-v1-details/sam-paech__Delirium-v1/samples_leaderboard_mmlu_pro_2024-10-27T03-06-47.300869.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/sam-paech__Delirium-v1-details
sam-paech/Quill-v1,hf://datasets/open-llm-leaderboard/sam-paech__Quill-v1-details/sam-paech__Quill-v1/samples_leaderboard_mmlu_pro_2024-10-27T02-07-34.978850.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/sam-paech__Quill-v1-details
fblgit/cybertron-v4-qw7B-UNAMGS,hf://datasets/open-llm-leaderboard/fblgit__cybertron-v4-qw7B-UNAMGS-details/fblgit__cybertron-v4-qw7B-UNAMGS/samples_leaderboard_mmlu_pro_2024-11-20T14-40-00.357287.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/fblgit__cybertron-v4-qw7B-UNAMGS-details
alpindale/WizardLM-2-8x22B,hf://datasets/open-llm-leaderboard/alpindale__WizardLM-2-8x22B-details/alpindale__WizardLM-2-8x22B/samples_leaderboard_mmlu_pro_2024-07-13T12-25-05.294760.json,https://huggingface.co/datasets/open-llm-leaderboard/alpindale__WizardLM-2-8x22B-details
newsbang/Homer-7B-v0.1,hf://datasets/open-llm-leaderboard/newsbang__Homer-7B-v0.1-details/newsbang__Homer-7B-v0.1/samples_leaderboard_mmlu_pro_2024-11-18T07-03-01.314978.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/newsbang__Homer-7B-v0.1-details
Qwen/Qwen2-57B-A14B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2-57B-A14B-Instruct-details/Qwen__Qwen2-57B-A14B-Instruct/samples_leaderboard_mmlu_pro_2024-08-21T13-29-03.143895.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-57B-A14B-Instruct-details
newsbang/Homer-7B-v0.2,hf://datasets/open-llm-leaderboard/newsbang__Homer-7B-v0.2-details/newsbang__Homer-7B-v0.2/samples_leaderboard_mmlu_pro_2024-11-18T07-24-23.664824.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/newsbang__Homer-7B-v0.2-details
internlm/internlm2_5-7b-chat,hf://datasets/open-llm-leaderboard/internlm__internlm2_5-7b-chat-details/internlm__internlm2_5-7b-chat/samples_leaderboard_mmlu_pro_2024-07-02T09-38-36.590410.json,https://huggingface.co/datasets/open-llm-leaderboard/internlm__internlm2_5-7b-chat-details
recoilme/recoilme-gemma-2-9B-v0.1,hf://datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.1-details/recoilme__recoilme-gemma-2-9B-v0.1/samples_leaderboard_mmlu_pro_2024-09-19T07-25-57.959955.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.1-details
DreadPoor/Emu_Eggs-9B-Model_Stock,hf://datasets/open-llm-leaderboard/DreadPoor__Emu_Eggs-9B-Model_Stock-details/DreadPoor__Emu_Eggs-9B-Model_Stock/samples_leaderboard_mmlu_pro_2024-10-19T00-21-04.701620.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DreadPoor__Emu_Eggs-9B-Model_Stock-details
newsbang/Homer-v1.0-Qwen2.5-7B,hf://datasets/open-llm-leaderboard/newsbang__Homer-v1.0-Qwen2.5-7B-details/newsbang__Homer-v1.0-Qwen2.5-7B/samples_leaderboard_mmlu_pro_2024-12-04T09-06-52.510223.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/newsbang__Homer-v1.0-Qwen2.5-7B-details
LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,hf://datasets/open-llm-leaderboard/LGAI-EXAONE__EXAONE-3.5-7.8B-Instruct-details/LGAI-EXAONE__EXAONE-3.5-7.8B-Instruct/samples_leaderboard_mmlu_pro_2024-12-11T15-18-21.946743.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/LGAI-EXAONE__EXAONE-3.5-7.8B-Instruct-details
nbeerbower/Gemma2-Gutenberg-Doppel-9B,hf://datasets/open-llm-leaderboard/nbeerbower__Gemma2-Gutenberg-Doppel-9B-details/nbeerbower__Gemma2-Gutenberg-Doppel-9B/samples_leaderboard_mmlu_pro_2024-10-02T02-10-48.497344.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nbeerbower__Gemma2-Gutenberg-Doppel-9B-details
freewheelin/free-evo-qwen72b-v0.8-re,hf://datasets/open-llm-leaderboard/freewheelin__free-evo-qwen72b-v0.8-re-details/freewheelin__free-evo-qwen72b-v0.8-re/samples_leaderboard_mmlu_pro_2024-10-05T14-32-52.988483.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/freewheelin__free-evo-qwen72b-v0.8-re-details
GoToCompany/gemma2-9b-cpt-sahabatai-v1-instruct,hf://datasets/open-llm-leaderboard/GoToCompany__gemma2-9b-cpt-sahabatai-v1-instruct-details/GoToCompany__gemma2-9b-cpt-sahabatai-v1-instruct/samples_leaderboard_mmlu_pro_2024-11-21T16-06-20.952173.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/GoToCompany__gemma2-9b-cpt-sahabatai-v1-instruct-details
hotmailuser/Gemma2magnum-27b,hf://datasets/open-llm-leaderboard/hotmailuser__Gemma2magnum-27b-details/hotmailuser__Gemma2magnum-27b/samples_leaderboard_mmlu_pro_2024-12-04T04-53-19.284930.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/hotmailuser__Gemma2magnum-27b-details
paloalma/TW3-JRGL-v2,hf://datasets/open-llm-leaderboard/paloalma__TW3-JRGL-v2-details/paloalma__TW3-JRGL-v2/samples_leaderboard_mmlu_pro_2024-09-03T01-50-20.171409.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/paloalma__TW3-JRGL-v2-details
fblgit/cybertron-v4-qw7B-MGS,hf://datasets/open-llm-leaderboard/fblgit__cybertron-v4-qw7B-MGS-details/fblgit__cybertron-v4-qw7B-MGS/samples_leaderboard_mmlu_pro_2024-10-29T16-51-46.180620.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/fblgit__cybertron-v4-qw7B-MGS-details
OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.3-200k,hf://datasets/open-llm-leaderboard/OpenBuddy__openbuddy-qwen2.5llamaify-14b-v23.3-200k-details/OpenBuddy__openbuddy-qwen2.5llamaify-14b-v23.3-200k/samples_leaderboard_mmlu_pro_2024-10-11T06-31-51.080531.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/OpenBuddy__openbuddy-qwen2.5llamaify-14b-v23.3-200k-details
nhyha/N3N_gemma-2-9b-it_20241029_1532,hf://datasets/open-llm-leaderboard/nhyha__N3N_gemma-2-9b-it_20241029_1532-details/nhyha__N3N_gemma-2-9b-it_20241029_1532/samples_leaderboard_mmlu_pro_2024-11-06T19-17-31.371926.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nhyha__N3N_gemma-2-9b-it_20241029_1532-details
Qwen/Qwen2.5-Coder-14B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-14B-Instruct-details/Qwen__Qwen2.5-Coder-14B-Instruct/samples_leaderboard_mmlu_pro_2024-11-12T19-39-20.512771.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-14B-Instruct-details
bunnycore/Qandora-2.5-7B-Creative,hf://datasets/open-llm-leaderboard/bunnycore__Qandora-2.5-7B-Creative-details/bunnycore__Qandora-2.5-7B-Creative/samples_leaderboard_mmlu_pro_2024-11-20T13-10-27.297696.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/bunnycore__Qandora-2.5-7B-Creative-details
microsoft/Phi-3-medium-128k-instruct,hf://datasets/open-llm-leaderboard/microsoft__Phi-3-medium-128k-instruct-details/microsoft__Phi-3-medium-128k-instruct/samples_leaderboard_mmlu_pro_2024-09-02T07-32-20.832197.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/microsoft__Phi-3-medium-128k-instruct-details
ZeroXClem/Qwen2.5-7B-Qandora-CySec,hf://datasets/open-llm-leaderboard/ZeroXClem__Qwen2.5-7B-Qandora-CySec-details/ZeroXClem__Qwen2.5-7B-Qandora-CySec/samples_leaderboard_mmlu_pro_2024-11-12T18-34-38.580875.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ZeroXClem__Qwen2.5-7B-Qandora-CySec-details
TheTsar1209/qwen-carpmuscle-r-v0.3,hf://datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-r-v0.3-details/TheTsar1209__qwen-carpmuscle-r-v0.3/samples_leaderboard_mmlu_pro_2024-10-23T18-42-27.012961.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-r-v0.3-details
Qwen/Qwen2.5-14B,hf://datasets/open-llm-leaderboard/Qwen__Qwen2.5-14B-details/Qwen__Qwen2.5-14B/samples_leaderboard_mmlu_pro_2024-09-19T19-35-12.669755.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-14B-details
AELLM/gemma-2-aeria-infinity-9b,hf://datasets/open-llm-leaderboard/AELLM__gemma-2-aeria-infinity-9b-details/AELLM__gemma-2-aeria-infinity-9b/samples_leaderboard_mmlu_pro_2024-10-09T11-48-07.657590.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/AELLM__gemma-2-aeria-infinity-9b-details
Marsouuu/general3Bv2-ECE-PRYMMAL-Martial,hf://datasets/open-llm-leaderboard/Marsouuu__general3Bv2-ECE-PRYMMAL-Martial-details/Marsouuu__general3Bv2-ECE-PRYMMAL-Martial/samples_leaderboard_mmlu_pro_2024-11-06T19-30-01.792460.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Marsouuu__general3Bv2-ECE-PRYMMAL-Martial-details
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v0.9,hf://datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v0.9-details/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v0.9/samples_leaderboard_mmlu_pro_2024-11-13T03-54-51.081772.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v0.9-details
Danielbrdz/Barcenas-14b-Phi-3-medium-ORPO,hf://datasets/open-llm-leaderboard/Danielbrdz__Barcenas-14b-Phi-3-medium-ORPO-details/Danielbrdz__Barcenas-14b-Phi-3-medium-ORPO/samples_leaderboard_mmlu_pro_2024-08-14T06-02-36.331165.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Danielbrdz__Barcenas-14b-Phi-3-medium-ORPO-details
ClaudioItaly/intelligence-cod-rag-7b-v3,hf://datasets/open-llm-leaderboard/ClaudioItaly__intelligence-cod-rag-7b-v3-details/ClaudioItaly__intelligence-cod-rag-7b-v3/samples_leaderboard_mmlu_pro_2024-12-02T20-56-56.981425.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ClaudioItaly__intelligence-cod-rag-7b-v3-details
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,hf://datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.5-details/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.5/samples_leaderboard_mmlu_pro_2024-11-20T01-39-50.321433.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.5-details
TheTsar1209/qwen-carpmuscle-v0.3,hf://datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.3-details/TheTsar1209__qwen-carpmuscle-v0.3/samples_leaderboard_mmlu_pro_2024-10-28T04-42-15.094765.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/TheTsar1209__qwen-carpmuscle-v0.3-details
SicariusSicariiStuff/Qwen2.5-14B_Uncensored,hf://datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncensored-details/SicariusSicariiStuff__Qwen2.5-14B_Uncensored/samples_leaderboard_mmlu_pro_2024-09-23T16-39-42.907470.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncensored-details
mlabonne/Hermes-3-Llama-3.1-70B-lorablated,hf://datasets/open-llm-leaderboard/mlabonne__Hermes-3-Llama-3.1-70B-lorablated-details/mlabonne__Hermes-3-Llama-3.1-70B-lorablated/samples_leaderboard_mmlu_pro_2024-11-27T23-44-18.728137.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/mlabonne__Hermes-3-Llama-3.1-70B-lorablated-details
SicariusSicariiStuff/Qwen2.5-14B_Uncencored,hf://datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncencored-details/SicariusSicariiStuff__Qwen2.5-14B_Uncencored/samples_leaderboard_mmlu_pro_2024-09-21T00-29-17.702491.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncencored-details
bunnycore/QandoraExp-7B-Persona,hf://datasets/open-llm-leaderboard/bunnycore__QandoraExp-7B-Persona-details/bunnycore__QandoraExp-7B-Persona/samples_leaderboard_mmlu_pro_2024-11-12T17-49-54.763290.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/bunnycore__QandoraExp-7B-Persona-details
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.4,hf://datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.4-details/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.4/samples_leaderboard_mmlu_pro_2024-11-19T23-04-04.940142.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.4-details
Lil-R/2_PRYMMAL-ECE-7B-SLERP,hf://datasets/open-llm-leaderboard/Lil-R__2_PRYMMAL-ECE-7B-SLERP-details/Lil-R__2_PRYMMAL-ECE-7B-SLERP/samples_leaderboard_mmlu_pro_2024-11-06T18-45-13.619166.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Lil-R__2_PRYMMAL-ECE-7B-SLERP-details
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,hf://datasets/open-llm-leaderboard/brgx53__3Bgeneralv2-ECE-PRYMMAL-Martial-details/brgx53__3Bgeneralv2-ECE-PRYMMAL-Martial/samples_leaderboard_mmlu_pro_2024-11-10T08-53-17.537962.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/brgx53__3Bgeneralv2-ECE-PRYMMAL-Martial-details
brgx53/3Blarenegv2-ECE-PRYMMAL-Martial,hf://datasets/open-llm-leaderboard/brgx53__3Blarenegv2-ECE-PRYMMAL-Martial-details/brgx53__3Blarenegv2-ECE-PRYMMAL-Martial/samples_leaderboard_mmlu_pro_2024-11-10T07-25-37.671955.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/brgx53__3Blarenegv2-ECE-PRYMMAL-Martial-details
nhyha/merge_Qwen2.5-7B-Instruct_20241023_0314,hf://datasets/open-llm-leaderboard/nhyha__merge_Qwen2.5-7B-Instruct_20241023_0314-details/nhyha__merge_Qwen2.5-7B-Instruct_20241023_0314/samples_leaderboard_mmlu_pro_2024-11-06T18-12-26.688718.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nhyha__merge_Qwen2.5-7B-Instruct_20241023_0314-details
CombinHorizon/YiSM-blossom5.1-34B-SLERP,hf://datasets/open-llm-leaderboard/CombinHorizon__YiSM-blossom5.1-34B-SLERP-details/CombinHorizon__YiSM-blossom5.1-34B-SLERP/samples_leaderboard_mmlu_pro_2024-09-02T18-34-45.787681.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/CombinHorizon__YiSM-blossom5.1-34B-SLERP-details
newsbang/Homer-v0.3-Qwen2.5-7B,hf://datasets/open-llm-leaderboard/newsbang__Homer-v0.3-Qwen2.5-7B-details/newsbang__Homer-v0.3-Qwen2.5-7B/samples_leaderboard_mmlu_pro_2024-11-19T23-43-32.799534.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/newsbang__Homer-v0.3-Qwen2.5-7B-details
GreenNode/GreenNode-small-9B-it,hf://datasets/open-llm-leaderboard/GreenNode__GreenNode-small-9B-it-details/GreenNode__GreenNode-small-9B-it/samples_leaderboard_mmlu_pro_2024-10-15T18-33-53.861608.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/GreenNode__GreenNode-small-9B-it-details
bunnycore/CyberCore-Qwen-2.1-7B,hf://datasets/open-llm-leaderboard/bunnycore__CyberCore-Qwen-2.1-7B-details/bunnycore__CyberCore-Qwen-2.1-7B/samples_leaderboard_mmlu_pro_2024-11-23T09-47-48.044932.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/bunnycore__CyberCore-Qwen-2.1-7B-details
CohereForAI/c4ai-command-r-plus,hf://datasets/open-llm-leaderboard/CohereForAI__c4ai-command-r-plus-details/CohereForAI__c4ai-command-r-plus/samples_leaderboard_mmlu_pro_2024-06-20T10-16-23.151914.json,https://huggingface.co/datasets/open-llm-leaderboard/CohereForAI__c4ai-command-r-plus-details
ehristoforu/Gemma2-9b-it-train6,hf://datasets/open-llm-leaderboard/ehristoforu__Gemma2-9b-it-train6-details/ehristoforu__Gemma2-9b-it-train6/samples_leaderboard_mmlu_pro_2024-08-13T06-07-44.550913.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ehristoforu__Gemma2-9b-it-train6-details
NLPark/B-and-W_Flycatcher-3AD1E,hf://datasets/open-llm-leaderboard/NLPark__B-and-W_Flycatcher-3AD1E-details/NLPark__B-and-W_Flycatcher-3AD1E/samples_leaderboard_mmlu_pro_2024-09-28T11-28-52.746568.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/NLPark__B-and-W_Flycatcher-3AD1E-details
VAGOsolutions/SauerkrautLM-Phi-3-medium,hf://datasets/open-llm-leaderboard/VAGOsolutions__SauerkrautLM-Phi-3-medium-details/VAGOsolutions__SauerkrautLM-Phi-3-medium/samples_leaderboard_mmlu_pro_2024-09-20T02-42-58.180368.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/VAGOsolutions__SauerkrautLM-Phi-3-medium-details
dwikitheduck/gen-try1-notemp,hf://datasets/open-llm-leaderboard/dwikitheduck__gen-try1-notemp-details/dwikitheduck__gen-try1-notemp/samples_leaderboard_mmlu_pro_2024-11-13T16-13-33.552727.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/dwikitheduck__gen-try1-notemp-details
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,hf://datasets/open-llm-leaderboard/mmnga__Llama-3-70B-japanese-suzume-vector-v0.1-details/mmnga__Llama-3-70B-japanese-suzume-vector-v0.1/samples_leaderboard_mmlu_pro_2024-09-29T00-30-29.453759.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/mmnga__Llama-3-70B-japanese-suzume-vector-v0.1-details
recoilme/recoilme-gemma-2-9B-v0.3,hf://datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.3-details/recoilme__recoilme-gemma-2-9B-v0.3/samples_leaderboard_mmlu_pro_2024-10-05T08-01-59.754037.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.3-details
DreadPoor/BaeZel-8B-LINEAR,hf://datasets/open-llm-leaderboard/DreadPoor__BaeZel-8B-LINEAR-details/DreadPoor__BaeZel-8B-LINEAR/samples_leaderboard_mmlu_pro_2024-11-10T09-44-59.097945.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DreadPoor__BaeZel-8B-LINEAR-details
jpacifico/Chocolatine-14B-Instruct-4k-DPO,hf://datasets/open-llm-leaderboard/jpacifico__Chocolatine-14B-Instruct-4k-DPO-details/jpacifico__Chocolatine-14B-Instruct-4k-DPO/samples_leaderboard_mmlu_pro_2024-08-12T10-37-52.334038.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jpacifico__Chocolatine-14B-Instruct-4k-DPO-details
Nohobby/MS-Schisandra-22B-v0.2,hf://datasets/open-llm-leaderboard/Nohobby__MS-Schisandra-22B-v0.2-details/Nohobby__MS-Schisandra-22B-v0.2/samples_leaderboard_mmlu_pro_2024-11-06T17-22-00.880791.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Nohobby__MS-Schisandra-22B-v0.2-details
Aashraf995/Qwen-Evo-7B,hf://datasets/open-llm-leaderboard/Aashraf995__Qwen-Evo-7B-details/Aashraf995__Qwen-Evo-7B/samples_leaderboard_mmlu_pro_2024-12-18T03-20-24.239014.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Aashraf995__Qwen-Evo-7B-details
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,hf://datasets/open-llm-leaderboard/Joseph717171__Llama-3.1-SuperNova-8B-Lite_TIES_with_Base-details/Joseph717171__Llama-3.1-SuperNova-8B-Lite_TIES_with_Base/samples_leaderboard_mmlu_pro_2024-10-03T03-40-13.800772.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Joseph717171__Llama-3.1-SuperNova-8B-Lite_TIES_with_Base-details
