,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
YOYO-AI/Qwen2.5-14B-YOYO-1005_float16_9d644a3a31eb23e31a47b690ca13ee52fb4bad80_False,YOYO-AI/Qwen2.5-14B-YOYO-1005,9d644a3a31eb23e31a47b690ca13ee52fb4bad80,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,40.08590414271186,False,"{'name': 'IFEval', 'value': 0.5971588717935079, 'normalized_score': 59.715887179350794}","{'name': 'BBH', 'value': 0.6542059787912534, 'normalized_score': 50.286899267965076}","{'name': 'MATH Level 5', 'value': 0.452416918429003, 'normalized_score': 45.2416918429003}","{'name': 'GPQA', 'value': 0.3808724832214765, 'normalized_score': 17.4496644295302}","{'name': 'MUSR', 'value': 0.47303125, 'normalized_score': 19.128906249999996}","{'name': 'MMLU-PRO', 'value': 0.5382313829787234, 'normalized_score': 48.69237588652482}",True,True,False,False,False,2025-01-25,2025-01-26,1,YOYO-AI/Qwen2.5-14B-YOYO-1005 (Merge),apache-2.0,0,14.77,3.9308090122404535
YOYO-AI/Qwen2.5-14B-YOYO-1005-v2_float16_05fcb89cd0d02c1a913478ead4df45a7ebdd7225_False,YOYO-AI/Qwen2.5-14B-YOYO-1005-v2,05fcb89cd0d02c1a913478ead4df45a7ebdd7225,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,39.99172395122441,False,"{'name': 'IFEval', 'value': 0.595310442958018, 'normalized_score': 59.531044295801806}","{'name': 'BBH', 'value': 0.6551321410649699, 'normalized_score': 50.51505544014052}","{'name': 'MATH Level 5', 'value': 0.4433534743202417, 'normalized_score': 44.33534743202417}","{'name': 'GPQA', 'value': 0.38422818791946306, 'normalized_score': 17.897091722595075}","{'name': 'MUSR', 'value': 0.4730625, 'normalized_score': 19.099479166666665}","{'name': 'MMLU-PRO', 'value': 0.5371509308510638, 'normalized_score': 48.5723256501182}",True,True,False,False,False,2025-01-29,2025-01-29,1,YOYO-AI/Qwen2.5-14B-YOYO-1005-v2 (Merge),apache-2.0,0,14.77,3.909489671257113
YOYO-AI/Qwen2.5-14B-YOYO-1010_float16_2d6d7fc307e2b5a570d45393a1511cbdb64e35e0_False,YOYO-AI/Qwen2.5-14B-YOYO-1010,2d6d7fc307e2b5a570d45393a1511cbdb64e35e0,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,40.008009214120385,False,"{'name': 'IFEval', 'value': 0.5898648918203699, 'normalized_score': 58.98648918203699}","{'name': 'BBH', 'value': 0.6539973096042956, 'normalized_score': 50.26771877763532}","{'name': 'MATH Level 5', 'value': 0.4509063444108761, 'normalized_score': 45.090634441087616}","{'name': 'GPQA', 'value': 0.38338926174496646, 'normalized_score': 17.785234899328863}","{'name': 'MUSR', 'value': 0.47439583333333335, 'normalized_score': 19.29947916666666}","{'name': 'MMLU-PRO', 'value': 0.5375664893617021, 'normalized_score': 48.6184988179669}",True,True,False,False,False,2025-01-25,2025-01-25,1,YOYO-AI/Qwen2.5-14B-YOYO-1010 (Merge),apache-2.0,0,14.77,3.886339525994916
YOYO-AI/Qwen2.5-14B-YOYO-1010_bfloat16_b4a8e3712d7dbdfaaa473022ac4d831e41882ad6_True,YOYO-AI/Qwen2.5-14B-YOYO-1010,b4a8e3712d7dbdfaaa473022ac4d831e41882ad6,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,31.959648585770537,True,"{'name': 'IFEval', 'value': 0.7904737208384863, 'normalized_score': 79.04737208384864}","{'name': 'BBH', 'value': 0.6405986391086301, 'normalized_score': 48.6902938974714}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.3162751677852349, 'normalized_score': 8.83668903803132}","{'name': 'MUSR', 'value': 0.4180625, 'normalized_score': 11.357812500000001}","{'name': 'MMLU-PRO', 'value': 0.49443151595744683, 'normalized_score': 43.82572399527187}",True,True,False,False,False,2025-01-25,2025-01-25,1,YOYO-AI/Qwen2.5-14B-YOYO-1010 (Merge),apache-2.0,0,14.77,1.670591842952951
YOYO-AI/Qwen2.5-14B-YOYO-1010-v2_float16_04dc9d0b3cea95118eac713d90112fe9b1f5c53f_False,YOYO-AI/Qwen2.5-14B-YOYO-1010-v2,04dc9d0b3cea95118eac713d90112fe9b1f5c53f,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,39.98094603659342,False,"{'name': 'IFEval', 'value': 0.594710922574325, 'normalized_score': 59.4710922574325}","{'name': 'BBH', 'value': 0.6552826977321495, 'normalized_score': 50.468800790349086}","{'name': 'MATH Level 5', 'value': 0.44410876132930516, 'normalized_score': 44.41087613293052}","{'name': 'GPQA', 'value': 0.38171140939597314, 'normalized_score': 17.561521252796418}","{'name': 'MUSR', 'value': 0.47439583333333335, 'normalized_score': 19.29947916666666}","{'name': 'MMLU-PRO', 'value': 0.5380651595744681, 'normalized_score': 48.67390661938534}",True,True,False,False,False,2025-01-28,2025-01-29,1,YOYO-AI/Qwen2.5-14B-YOYO-1010-v2 (Merge),apache-2.0,0,14.77,3.9195075866457527
YOYO-AI/Qwen2.5-14B-YOYO-SCE_float16_9c4749ee44179eca24a86dcc5fda790f72c13455_False,YOYO-AI/Qwen2.5-14B-YOYO-SCE,9c4749ee44179eca24a86dcc5fda790f72c13455,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,39.669216951931844,False,"{'name': 'IFEval', 'value': 0.5843694729983111, 'normalized_score': 58.43694729983112}","{'name': 'BBH', 'value': 0.6489486805510399, 'normalized_score': 49.4648829451977}","{'name': 'MATH Level 5', 'value': 0.46148036253776437, 'normalized_score': 46.14803625377644}","{'name': 'GPQA', 'value': 0.37416107382550334, 'normalized_score': 16.554809843400445}","{'name': 'MUSR', 'value': 0.47042708333333333, 'normalized_score': 18.736718749999998}","{'name': 'MMLU-PRO', 'value': 0.5380651595744681, 'normalized_score': 48.67390661938534}",True,True,False,False,False,2025-01-31,2025-01-31,1,YOYO-AI/Qwen2.5-14B-YOYO-SCE (Merge),apache-2.0,0,14.77,3.9275474953298914
YOYO-AI/Qwen2.5-14B-YOYO-V4_float16_1befb006bc7c4732ec627b65cb069ad1a66648ed_True,YOYO-AI/Qwen2.5-14B-YOYO-V4,1befb006bc7c4732ec627b65cb069ad1a66648ed,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,42.28551883596217,True,"{'name': 'IFEval', 'value': 0.8397828871837835, 'normalized_score': 83.97828871837835}","{'name': 'BBH', 'value': 0.6490345839036636, 'normalized_score': 49.67240339546996}","{'name': 'MATH Level 5', 'value': 0.5347432024169184, 'normalized_score': 53.47432024169184}","{'name': 'GPQA', 'value': 0.3221476510067114, 'normalized_score': 9.61968680089485}","{'name': 'MUSR', 'value': 0.41152083333333334, 'normalized_score': 10.640104166666669}","{'name': 'MMLU-PRO', 'value': 0.5169547872340425, 'normalized_score': 46.3283096926714}",True,True,False,False,False,2025-03-02,2025-03-03,1,YOYO-AI/Qwen2.5-14B-YOYO-V4 (Merge),apache-2.0,4,14.766,3.693343718287393
YOYO-AI/Qwen2.5-14B-YOYO-V4-p1_float16_c5e0a02061f3857fcb2c93904548351766b3feaf_True,YOYO-AI/Qwen2.5-14B-YOYO-V4-p1,c5e0a02061f3857fcb2c93904548351766b3feaf,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,42.45828532336958,True,"{'name': 'IFEval', 'value': 0.8203488964835526, 'normalized_score': 82.03488964835526}","{'name': 'BBH', 'value': 0.6515535751177631, 'normalized_score': 50.24542053284919}","{'name': 'MATH Level 5', 'value': 0.5332326283987915, 'normalized_score': 53.32326283987915}","{'name': 'GPQA', 'value': 0.34563758389261745, 'normalized_score': 12.751677852348994}","{'name': 'MUSR', 'value': 0.41942708333333334, 'normalized_score': 11.728385416666669}","{'name': 'MMLU-PRO', 'value': 0.5019946808510638, 'normalized_score': 44.6660756501182}",True,True,False,False,False,2025-02-27,2025-02-28,1,YOYO-AI/Qwen2.5-14B-YOYO-V4-p1 (Merge),apache-2.0,0,14.766,1.7656846963986235
YOYO-AI/Qwen2.5-14B-YOYO-V4-p2_float16_6a3445d37b1d99fbc8b26f4dd73af4182545810c_True,YOYO-AI/Qwen2.5-14B-YOYO-V4-p2,6a3445d37b1d99fbc8b26f4dd73af4182545810c,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,41.58466487593814,True,"{'name': 'IFEval', 'value': 0.8047868544351211, 'normalized_score': 80.4786854435121}","{'name': 'BBH', 'value': 0.6338919627514907, 'normalized_score': 47.026925916460435}","{'name': 'MATH Level 5', 'value': 0.5166163141993958, 'normalized_score': 51.66163141993958}","{'name': 'GPQA', 'value': 0.3271812080536913, 'normalized_score': 10.290827740492169}","{'name': 'MUSR', 'value': 0.44345833333333334, 'normalized_score': 15.965624999999998}","{'name': 'MMLU-PRO', 'value': 0.49675864361702127, 'normalized_score': 44.08429373522459}",True,True,False,False,False,2025-03-01,2025-03-01,1,YOYO-AI/Qwen2.5-14B-YOYO-V4-p2 (Merge),apache-2.0,2,14.766,1.757040584464602
YOYO-AI/Qwen2.5-14B-YOYO-latest_float16_96d256afcba2e6616cecd1ca78bbb65f423ef1a4_False,YOYO-AI/Qwen2.5-14B-YOYO-latest,96d256afcba2e6616cecd1ca78bbb65f423ef1a4,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,40.078312739638136,False,"{'name': 'IFEval', 'value': 0.591063932587756, 'normalized_score': 59.10639325877561}","{'name': 'BBH', 'value': 0.6656232526900528, 'normalized_score': 52.03543238956396}","{'name': 'MATH Level 5', 'value': 0.4418429003021148, 'normalized_score': 44.18429003021148}","{'name': 'GPQA', 'value': 0.3825503355704698, 'normalized_score': 17.67337807606264}","{'name': 'MUSR', 'value': 0.469125, 'normalized_score': 18.907291666666666}","{'name': 'MMLU-PRO', 'value': 0.5370678191489362, 'normalized_score': 48.56309101654846}",True,True,False,False,False,2025-02-02,2025-02-02,1,YOYO-AI/Qwen2.5-14B-YOYO-latest (Merge),apache-2.0,0,14.77,3.953941577818676
YOYO-AI/Qwen2.5-14B-YOYO-latest-V2_float16_2945b25444c537ed3b94bb088cdd035f78e5b676_True,YOYO-AI/Qwen2.5-14B-YOYO-latest-V2,2945b25444c537ed3b94bb088cdd035f78e5b676,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,41.84546724325599,True,"{'name': 'IFEval', 'value': 0.7771346693440072, 'normalized_score': 77.71346693440073}","{'name': 'BBH', 'value': 0.6299023045601466, 'normalized_score': 47.29890601305299}","{'name': 'MATH Level 5', 'value': 0.5158610271903323, 'normalized_score': 51.586102719033235}","{'name': 'GPQA', 'value': 0.3540268456375839, 'normalized_score': 13.870246085011187}","{'name': 'MUSR', 'value': 0.42993750000000003, 'normalized_score': 13.675520833333332}","{'name': 'MMLU-PRO', 'value': 0.5223570478723404, 'normalized_score': 46.92856087470449}",True,True,False,False,False,2025-02-17,2025-02-18,1,YOYO-AI/Qwen2.5-14B-YOYO-latest-V2 (Merge),apache-2.0,0,14.766,3.697725501634185
YOYO-AI/Qwen2.5-14B-it-restore_float16_2da0ed7953502c4aa27a4fcb39af09b9e6614db9_True,YOYO-AI/Qwen2.5-14B-it-restore,2da0ed7953502c4aa27a4fcb39af09b9e6614db9,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,41.50259115054908,True,"{'name': 'IFEval', 'value': 0.8209484168672456, 'normalized_score': 82.09484168672456}","{'name': 'BBH', 'value': 0.6387730309916794, 'normalized_score': 48.42592166972992}","{'name': 'MATH Level 5', 'value': 0.5370090634441088, 'normalized_score': 53.70090634441088}","{'name': 'GPQA', 'value': 0.337248322147651, 'normalized_score': 11.633109619686799}","{'name': 'MUSR', 'value': 0.40872916666666664, 'normalized_score': 9.824479166666668}","{'name': 'MMLU-PRO', 'value': 0.4900265957446808, 'normalized_score': 43.33628841607564}",True,True,False,False,False,2025-03-09,2025-03-09,1,YOYO-AI/Qwen2.5-14B-it-restore (Merge),apache-2.0,0,14.766,1.670695198460566
YOYO-AI/Qwen2.5-7B-it-restore_float16_c45b9a94190dfdbc24c2e3fb183072738a8a5d97_True,YOYO-AI/Qwen2.5-7B-it-restore,c45b9a94190dfdbc24c2e3fb183072738a8a5d97,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,35.33330306100891,True,"{'name': 'IFEval', 'value': 0.7530796065550517, 'normalized_score': 75.30796065550517}","{'name': 'BBH', 'value': 0.5406524352251431, 'normalized_score': 35.084321766131644}","{'name': 'MATH Level 5', 'value': 0.5, 'normalized_score': 50.0}","{'name': 'GPQA', 'value': 0.3011744966442953, 'normalized_score': 6.823266219239373}","{'name': 'MUSR', 'value': 0.40069791666666665, 'normalized_score': 8.25390625}","{'name': 'MMLU-PRO', 'value': 0.42877327127659576, 'normalized_score': 36.5303634751773}",True,True,False,False,False,2025-03-10,2025-03-10,1,YOYO-AI/Qwen2.5-7B-it-restore (Merge),apache-2.0,0,7.613,0.6688730982662607
YOYO-AI/Qwen2.5-Coder-14B-YOYO-1010_float16_45c2fd877aefbdd560eadf12cd0a766029b1f782_False,YOYO-AI/Qwen2.5-Coder-14B-YOYO-1010,45c2fd877aefbdd560eadf12cd0a766029b1f782,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,32.054639724074,False,"{'name': 'IFEval', 'value': 0.5335864395359867, 'normalized_score': 53.35864395359867}","{'name': 'BBH', 'value': 0.6186663964199025, 'normalized_score': 45.20119016827334}","{'name': 'MATH Level 5', 'value': 0.3217522658610272, 'normalized_score': 32.17522658610272}","{'name': 'GPQA', 'value': 0.3523489932885906, 'normalized_score': 13.646532438478745}","{'name': 'MUSR', 'value': 0.4422395833333333, 'normalized_score': 13.77994791666667}","{'name': 'MMLU-PRO', 'value': 0.4074966755319149, 'normalized_score': 34.16629728132387}",True,True,False,False,False,2025-01-27,2025-01-28,1,YOYO-AI/Qwen2.5-Coder-14B-YOYO-1010 (Merge),apache-2.0,0,14.77,3.2300749664844886
YOYO-AI/ZYH-LLM-Qwen2.5-14B_float16_93b4ec952f28fd349e37674a41fa111f5adc6a18_False,YOYO-AI/ZYH-LLM-Qwen2.5-14B,93b4ec952f28fd349e37674a41fa111f5adc6a18,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,39.823588693279426,False,"{'name': 'IFEval', 'value': 0.594111402190632, 'normalized_score': 59.4111402190632}","{'name': 'BBH', 'value': 0.6644460038734455, 'normalized_score': 52.042745183320136}","{'name': 'MATH Level 5', 'value': 0.411631419939577, 'normalized_score': 41.1631419939577}","{'name': 'GPQA', 'value': 0.3859060402684564, 'normalized_score': 18.120805369127517}","{'name': 'MUSR', 'value': 0.47569791666666666, 'normalized_score': 19.86223958333333}","{'name': 'MMLU-PRO', 'value': 0.5350731382978723, 'normalized_score': 48.341459810874696}",True,True,False,False,False,2025-02-05,2025-02-05,1,YOYO-AI/ZYH-LLM-Qwen2.5-14B (Merge),apache-2.0,2,14.77,3.9418760740147274
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V2_float16_fc0ca4d32fd37afc46adb7a77021c1027f2aacda_False,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V2,fc0ca4d32fd37afc46adb7a77021c1027f2aacda,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,36.566362481938945,False,"{'name': 'IFEval', 'value': 0.5070834275278483, 'normalized_score': 50.70834275278483}","{'name': 'BBH', 'value': 0.6452083564140533, 'normalized_score': 49.088647063990685}","{'name': 'MATH Level 5', 'value': 0.3542296072507553, 'normalized_score': 35.422960725075534}","{'name': 'GPQA', 'value': 0.37919463087248323, 'normalized_score': 17.225950782997764}","{'name': 'MUSR', 'value': 0.46890625, 'normalized_score': 18.379947916666662}","{'name': 'MMLU-PRO', 'value': 0.5371509308510638, 'normalized_score': 48.5723256501182}",True,True,False,False,False,2025-02-08,2025-02-08,1,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V2 (Merge),apache-2.0,1,14.766,2.015112458534472
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V3_float16_3458f675f43efdd59b705f5dd9baea091bbea27c_True,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V3,3458f675f43efdd59b705f5dd9baea091bbea27c,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,41.62825190779884,True,"{'name': 'IFEval', 'value': 0.8577928784513978, 'normalized_score': 85.77928784513978}","{'name': 'BBH', 'value': 0.6359248665982408, 'normalized_score': 48.182465261630426}","{'name': 'MATH Level 5', 'value': 0.527190332326284, 'normalized_score': 52.7190332326284}","{'name': 'GPQA', 'value': 0.33221476510067116, 'normalized_score': 10.96196868008949}","{'name': 'MUSR', 'value': 0.40215625, 'normalized_score': 9.002864583333334}","{'name': 'MMLU-PRO', 'value': 0.4881150265957447, 'normalized_score': 43.123891843971634}",True,True,False,False,False,2025-02-23,2025-02-24,1,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V3 (Merge),apache-2.0,6,14.766,1.863210504006676
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4_float16_eb2fd7148b95fb8dc30a8d8bdda5f55bf0d4ec94_True,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,eb2fd7148b95fb8dc30a8d8bdda5f55bf0d4ec94,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,43.137421470516735,True,"{'name': 'IFEval', 'value': 0.8364605912312664, 'normalized_score': 83.64605912312663}","{'name': 'BBH', 'value': 0.651497220848125, 'normalized_score': 50.26935344231426}","{'name': 'MATH Level 5', 'value': 0.5392749244712991, 'normalized_score': 53.92749244712991}","{'name': 'GPQA', 'value': 0.3145973154362416, 'normalized_score': 8.612975391498878}","{'name': 'MUSR', 'value': 0.44342708333333336, 'normalized_score': 15.661718749999997}","{'name': 'MMLU-PRO', 'value': 0.5203623670212766, 'normalized_score': 46.706929669030735}",True,True,False,False,False,2025-03-12,2025-03-13,1,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4 (Merge),apache-2.0,4,14.766,1.8018926490312426
Yash21/TinyYi-7B-Test_float16_7750e5de73fbcf1dcc0832b4cdabaa9713c20475_False,Yash21/TinyYi-7B-Test,7750e5de73fbcf1dcc0832b4cdabaa9713c20475,float16,pretrained,Original,LlamaForCausalLM,4.495167294967694,False,"{'name': 'IFEval', 'value': 0.18564852369490728, 'normalized_score': 18.56485236949073}","{'name': 'BBH', 'value': 0.29098007801214715, 'normalized_score': 2.267966388832264}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.26426174496644295, 'normalized_score': 1.9015659955257262}","{'name': 'MUSR', 'value': 0.3364479166666667, 'normalized_score': 3.2226562499999996}","{'name': 'MMLU-PRO', 'value': 0.10912566489361702, 'normalized_score': 1.0139627659574466}",True,True,False,False,False,2024-01-06,2024-07-03,0,Yash21/TinyYi-7B-Test,apache-2.0,0,6.061,1.5262181891545112
Youlln/1PARAMMYL-8B-ModelStock_bfloat16_4ce556da5ccd1ecac8d0f3e1e94d1982f11b910d_False,Youlln/1PARAMMYL-8B-ModelStock,4ce556da5ccd1ecac8d0f3e1e94d1982f11b910d,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,26.30915159356537,False,"{'name': 'IFEval', 'value': 0.5371336941537344, 'normalized_score': 53.71336941537343}","{'name': 'BBH', 'value': 0.5215839663555125, 'normalized_score': 31.799951193327704}","{'name': 'MATH Level 5', 'value': 0.1487915407854985, 'normalized_score': 14.879154078549849}","{'name': 'GPQA', 'value': 0.3238255033557047, 'normalized_score': 9.843400447427292}","{'name': 'MUSR', 'value': 0.4409375, 'normalized_score': 14.283854166666663}","{'name': 'MMLU-PRO', 'value': 0.4000166223404255, 'normalized_score': 33.335180260047274}",False,False,False,False,False,2024-09-20,2024-09-20,1,Youlln/1PARAMMYL-8B-ModelStock (Merge),,0,8.03,1.785043690387826
Youlln/2PRYMMAL-Yi1.5-6B-SLERP_bfloat16_b776bd3ce6784b96ff928b1d5ad51b2991909f2c_False,Youlln/2PRYMMAL-Yi1.5-6B-SLERP,b776bd3ce6784b96ff928b1d5ad51b2991909f2c,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,18.991811258176195,False,"{'name': 'IFEval', 'value': 0.28259351853083153, 'normalized_score': 28.259351853083153}","{'name': 'BBH', 'value': 0.46647504291710673, 'normalized_score': 24.495644420709066}","{'name': 'MATH Level 5', 'value': 0.11329305135951662, 'normalized_score': 11.329305135951662}","{'name': 'GPQA', 'value': 0.3070469798657718, 'normalized_score': 7.606263982102905}","{'name': 'MUSR', 'value': 0.47560416666666666, 'normalized_score': 18.150520833333335}","{'name': 'MMLU-PRO', 'value': 0.3169880319148936, 'normalized_score': 24.109781323877066}",True,True,False,False,False,2024-09-22,2024-09-23,1,Youlln/2PRYMMAL-Yi1.5-6B-SLERP (Merge),apache-2.0,0,6.061,2.0788965592952984
Youlln/3PRYMMAL-PHI3-3B-SLERP_bfloat16_9396bcf1709ac8360a95a746482520fab4295706_False,Youlln/3PRYMMAL-PHI3-3B-SLERP,9396bcf1709ac8360a95a746482520fab4295706,bfloat16,basemergesandmoerges,Original,Phi3ForCausalLM,25.138740994778118,False,"{'name': 'IFEval', 'value': 0.3655500738041729, 'normalized_score': 36.555007380417294}","{'name': 'BBH', 'value': 0.5421833887682153, 'normalized_score': 35.82766762143187}","{'name': 'MATH Level 5', 'value': 0.1714501510574018, 'normalized_score': 17.14501510574018}","{'name': 'GPQA', 'value': 0.3263422818791946, 'normalized_score': 10.17897091722595}","{'name': 'MUSR', 'value': 0.46484375, 'normalized_score': 17.77213541666666}","{'name': 'MMLU-PRO', 'value': 0.4001828457446808, 'normalized_score': 33.353649527186754}",True,True,False,False,False,2024-09-23,2024-09-23,1,Youlln/3PRYMMAL-PHI3-3B-SLERP (Merge),apache-2.0,0,3.0,2.1568781105686563
Youlln/4PRYMMAL-GEMMA2-9B-SLERP_bfloat16_7dac3b4ab4298113ae3103d63bb284e1ac8bf4d4_False,Youlln/4PRYMMAL-GEMMA2-9B-SLERP,7dac3b4ab4298113ae3103d63bb284e1ac8bf4d4,bfloat16,basemergesandmoerges,Original,Gemma2ForCausalLM,23.688707771567948,False,"{'name': 'IFEval', 'value': 0.2713766140507188, 'normalized_score': 27.137661405071878}","{'name': 'BBH', 'value': 0.5922529923998928, 'normalized_score': 42.064171912395665}","{'name': 'MATH Level 5', 'value': 0.09063444108761329, 'normalized_score': 9.06344410876133}","{'name': 'GPQA', 'value': 0.33053691275167785, 'normalized_score': 10.738255033557047}","{'name': 'MUSR', 'value': 0.46719791666666666, 'normalized_score': 17.46640625}","{'name': 'MMLU-PRO', 'value': 0.42096077127659576, 'normalized_score': 35.662307919621746}",True,True,False,False,False,2024-09-23,2024-09-23,1,Youlln/4PRYMMAL-GEMMA2-9B-SLERP (Merge),apache-2.0,1,9.242,5.705320172540969
Youlln/ECE-MIRAGE-1-12B_float16_c9ecb705a9d39be9250d5372a7711e491f6e2154_False,Youlln/ECE-MIRAGE-1-12B,c9ecb705a9d39be9250d5372a7711e491f6e2154,float16,basemergesandmoerges,Original,Qwen2ForCausalLM,4.785720345472222,False,"{'name': 'IFEval', 'value': 0.20698081091503875, 'normalized_score': 20.698081091503873}","{'name': 'BBH', 'value': 0.30107140221306034, 'normalized_score': 2.6005529379115604}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.2634228187919463, 'normalized_score': 1.7897091722595053}","{'name': 'MUSR', 'value': 0.3219375, 'normalized_score': 2.408854166666666}","{'name': 'MMLU-PRO', 'value': 0.11095412234042554, 'normalized_score': 1.2171247044917257}",True,False,False,False,False,2025-02-10,2025-02-11,0,Youlln/ECE-MIRAGE-1-12B,apache-2.0,1,15.21,1.2675445429752399
Youlln/ECE-MIRAGE-1-15B_float16_c9ecb705a9d39be9250d5372a7711e491f6e2154_False,Youlln/ECE-MIRAGE-1-15B,c9ecb705a9d39be9250d5372a7711e491f6e2154,float16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,4.785720345472222,False,"{'name': 'IFEval', 'value': 0.20698081091503875, 'normalized_score': 20.698081091503873}","{'name': 'BBH', 'value': 0.30107140221306034, 'normalized_score': 2.6005529379115604}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.2634228187919463, 'normalized_score': 1.7897091722595053}","{'name': 'MUSR', 'value': 0.3219375, 'normalized_score': 2.408854166666666}","{'name': 'MMLU-PRO', 'value': 0.11095412234042554, 'normalized_score': 1.2171247044917257}",True,False,False,False,False,2025-02-10,2025-02-21,0,Youlln/ECE-MIRAGE-1-15B,apache-2.0,1,15.21,1.2881628575043904
Youlln/ECE-PRYMMAL-0.5B-FT-V3_bfloat16_d542b4d53888fcc8e96c32892d47ec51afc9edc9_False,Youlln/ECE-PRYMMAL-0.5B-FT-V3,d542b4d53888fcc8e96c32892d47ec51afc9edc9,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,4.392856379585042,False,"{'name': 'IFEval', 'value': 0.16419101317836673, 'normalized_score': 16.419101317836674}","{'name': 'BBH', 'value': 0.30931341134548046, 'normalized_score': 3.6168825108366214}","{'name': 'MATH Level 5', 'value': 0.0030211480362537764, 'normalized_score': 0.3021148036253776}","{'name': 'GPQA', 'value': 0.2575503355704698, 'normalized_score': 1.0067114093959737}","{'name': 'MUSR', 'value': 0.3644479166666667, 'normalized_score': 3.2226562499999996}","{'name': 'MMLU-PRO', 'value': 0.11610704787234043, 'normalized_score': 1.7896719858156023}",True,False,False,False,False,2024-10-16,2024-10-16,1,Youlln/ECE-PRYMMAL-0.5B-FT-V3 (Merge),apache-2.0,0,0.494,1.1462704150298528
Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR_bfloat16_221dc80a1acd6f7dda0644699e6d61b90a5a0a05_False,Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR,221dc80a1acd6f7dda0644699e6d61b90a5a0a05,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,5.5387028579477615,False,"{'name': 'IFEval', 'value': 0.15334977858748122, 'normalized_score': 15.334977858748122}","{'name': 'BBH', 'value': 0.3041148294962408, 'normalized_score': 5.062185886531173}","{'name': 'MATH Level 5', 'value': 0.02416918429003021, 'normalized_score': 2.416918429003021}","{'name': 'GPQA', 'value': 0.24916107382550334, 'normalized_score': 0.0}","{'name': 'MUSR', 'value': 0.36603125000000003, 'normalized_score': 3.2539062500000004}","{'name': 'MMLU-PRO', 'value': 0.1644780585106383, 'normalized_score': 7.164228723404253}",True,False,False,False,False,2024-10-21,2024-10-21,1,Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR (Merge),apache-2.0,0,0.494,2.0599692544226658
